org_unit,system_id,issn,doi,OA_status_pure,electronic_version,public_access,embargo_date,DOAJ_ISSN_match,VSNU_doi_match,pure_green,algorithm_version,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,url,OA_label,OA_label_detail,Transfer publication to repository-13,information,title,authors,journal
UMC Utrecht,13138037,14767058,10.1080/14767058.2017.1338258,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1080/14767058.2017.1338258,HYBRID,HYBRID VSNU,NA,TRUE,Accuracy of diagnosis and counseling of fetal brain anomalies prior to 24 weeks of gestational age,NA,NA
UMC Utrecht,24105039,10466673,10.1681/asn.2017111200,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1681/asn.2017111200,CLOSED,CLOSED,NA,TRUE,NPHP1 (Nephrocystin-1) gene deletions cause adult-onset ESRD,NA,NA
UMC Utrecht,16893788,08035253,10.1111/apa.14061,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,oa repository (via OAI-PMH doi match),http://europepmc.org/articles/pmc5813263?pdf=render,FALSE,TRUE,TRUE,cc-by-nc-nd,green,https://doi.org/10.1111/apa.14061,HYBRID,HYBRID VSNU,NA,TRUE,Deaths and end-of-life decisions differed between neonatal and paediatric intensive care units at the same children's hospital,NA,NA
UMC Utrecht,18047043,02772116,10.1097/mpg.0000000000001787,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1097/mpg.0000000000001787,CLOSED,CLOSED,NA,TRUE,Wilson's Disease in Children,NA,NA
UMC Utrecht,24111013,1081597X,10.3928/1081597x-20171130-01,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.3928/1081597x-20171130-01,CLOSED,CLOSED,NA,TRUE,Autorefraction versus manifest refraction in patients with keratoconus,NA,NA
UMC Utrecht,23746315,14712431,10.1186/s12887-018-1000-7,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://bmcpediatr.biomedcentral.com/track/pdf/10.1186/s12887-018-1000-7,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1186/s12887-018-1000-7,GOLD,GOLD,NA,TRUE,NEOnatal Central-venous Line Observational study on Thrombosis (NEOCLOT),NA,NA
UMC Utrecht,16819949,08839441,10.1016/j.jcrc.2017.09.007,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.jcrc.2017.09.007,CLOSED,CLOSED,NA,TRUE,The ability of intensive care unit physicians to estimate long-term prognosis in survivors of critical illness,NA,NA
UMC Utrecht,28075520,1940087X,10.3791/57006,Embargoed,"Final published version, Final published version",NA,13/09/20,FALSE,FALSE,TRUE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.3791/57006,CLOSED,CLOSED,NA,TRUE,Standardized Measurement of Nasal Membrane Transepithelial Potential Difference (NPD),NA,NA
UMC Utrecht,25498819,00282162,NA,Closed,Final published version,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLOSED,CLOSED,NA,FALSE,Als we er maar in geloven De werkzaamheid van antidepressiva,NA,NA
UMC Utrecht,25499316,1757790X,10.1136/bcr-2018-224340,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1136/bcr-2018-224340,CLOSED,CLOSED,NA,TRUE,Successful treatment of intractable visual hallucinations with 5-HT 2A antagonist ketanserin,NA,NA
UMC Utrecht,25429121,16136810,10.1002/smll.201801650,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1002/smll.201801650,CLOSED,CLOSED,NA,TRUE,Nanomechanics of Extracellular Vesicles Reveals Vesiculation Pathways,NA,NA
UMC Utrecht,25808481,07487983,10.1016/j.ejso.2018.08.028,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ejso.2018.08.028,CLOSED,CLOSED,NA,TRUE,"Comprehensive multidisciplinary care program for elderly colorectal cancer patients: ""From prehabilitation to independence""",NA,NA
UMC Utrecht,23928344,07248741,10.1007/s11095-018-2348-y,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs11095-018-2348-y.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s11095-018-2348-y,HYBRID,HYBRID VSNU,NA,TRUE,The Use of Magnetic Resonance Imaging for Non-Invasive Assessment of Venofer® Biodistribution in Rats,NA,NA
UMC Utrecht,18057346,08189641,10.1111/imcb.1024,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/imcb.1024,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1111/imcb.1024,HYBRID,HYBRID VSNU,NA,TRUE,Endocytosed soluble cowpox virus protein CPXV012 inhibits antigen cross-presentation in human monocyte-derived dendritic cells,NA,NA
UMC Utrecht,24357056,10531807,10.1002/jmri.26181,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmri.26181,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.1002/jmri.26181,HYBRID,HYBRID VSNU,NA,TRUE,Phase contrast MRI measurements of net cerebrospinal fluid flow through the cerebral aqueduct are confounded by respiration,NA,NA
UMC Utrecht,24400351,19326203,10.1371/journal.pone.0190575,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0190575&type=printable,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1371/journal.pone.0190575,GOLD,GOLD,NA,TRUE,"Course of SP-D, YKL-40, CCL18 and CA 15-3 in adult patients hospitalised with community-acquired pneumonia and their association with disease severity and aetiology",NA,NA
UMC Utrecht,18547266,07415214,10.1016/j.jvs.2017.10.061,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.jvs.2017.10.061,CLOSED,CLOSED,NA,TRUE,High and immeasurable ankle-brachial index as predictor of poor amputation-free survival in critical limb ischemia,NA,NA
UMC Utrecht,27561862,23294302,10.1117/1.jmi.5.4.044007,Closed,Final published version,NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1117/1.jmi.5.4.044007,CLOSED,CLOSED,NA,TRUE,Impact of automatically detected motion artifacts on coronary calcium scoring in chest computed tomography,NA,NA
UMC Utrecht,27561987,19326203,10.1371/journal.pone.0209318,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1371/journal.pone.0209318,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1371/journal.pone.0209318,GOLD,GOLD,NA,TRUE,Coronary calcium scoring with partial volume correction in anthropomorphic thorax phantom and screening chest CT images,NA,NA
UMC Utrecht,25635426,10492275,10.1097/scs.0000000000004261,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1097/scs.0000000000004261,CLOSED,CLOSED,NA,TRUE,Reliability of the Dutch Cleft Speech Evaluation Test and Conversion to the Proposed Universal Scale,NA,NA
UMC Utrecht,24486005,03010449,10.1007/s00247-018-4132-x,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs00247-018-4132-x.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s00247-018-4132-x,HYBRID,HYBRID VSNU,NA,TRUE,The European Society of Paediatric Radiology launches European Diploma in Paediatric Radiology,NA,NA
UMC Utrecht,25084328,20446055,10.1136/bmjopen-2017-019932,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://bmjopen.bmj.com/content/8/7/e019932.full.pdf,FALSE,TRUE,FALSE,cc-by-nc,bronze,https://doi.org/10.1136/bmjopen-2017-019932,GOLD,GOLD,NA,TRUE,"Protocol for a phase II, monocentre, double-blind, placebo-controlled, cross-over trial to assess efficacy of pyridostigmine in patients with spinal muscular atrophy types 2-4 (SPACE trial)",NA,NA
UMC Utrecht,25274412,17501172,10.1186/s13023-018-0904-5,Open,Final published version,NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1186/s13023-018-0904-5,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1186/s13023-018-0904-5,GOLD,GOLD,NA,TRUE,A continuous repetitive task to detect fatigability in spinal muscular atrophy,NA,NA
UMC Utrecht,24770628,00034819,10.7326/m17-1540,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.7326/m17-1540,CLOSED,CLOSED,NA,TRUE,Amyloid- (1-40) and Mortality in Patients With Non–ST-Segment Elevation Acute Coronary Syndrome A Cohort Study,NA,NA
UMC Utrecht,24863311,01675273,10.1016/j.ijcard.2017.10.080,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ijcard.2017.10.080,CLOSED,CLOSED,NA,TRUE,Cost-effectiveness of PCSK9 inhibition in addition to standard lipid-lowering therapy in patients at high risk for vascular disease,NA,NA
UMC Utrecht,24709366,02614189,10.15252/embj.201798357,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),http://emboj.embopress.org/content/37/15/e98357.full.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.15252/embj.201798357,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Cancer cells copy migratory behavior and exchange signaling networks via extracellular vesicles,NA,NA
UMC Utrecht,24427104,10634584,10.1016/j.joca.2018.05.005,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.joca.2018.05.005,CLOSED,CLOSED,NA,TRUE,"IL4-10 fusion protein has chondroprotective, anti-inflammatory and potentially analgesic effects in the treatment of osteoarthritis",NA,NA
UMC Utrecht,17676188,09685243,10.1007/s10334-017-0665-5,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs10334-017-0665-5.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s10334-017-0665-5,HYBRID,HYBRID VSNU,NA,TRUE,An 8-channel Tx/Rx dipole array combined with 16 Rx loops for high-resolution functional cardiac imaging at 7 T,NA,NA
UMC Utrecht,25043293,09523480,10.1002/nbm.3993,Open,Final published version,NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1002/nbm.3993,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1002/nbm.3993,HYBRID,HYBRID VSNU,NA,TRUE,Design of a forward view antenna for prostate imaging at 7T,NA,NA
UMC Utrecht,23922708,01675273,10.1016/j.ijcard.2018.03.009,Closed,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ijcard.2018.03.009,HYBRID,HYBRID VSNU,NA,TRUE,Primary coronary stent implantation is a feasible bridging therapy to surgery in very low birth weight infants with critical aortic coarctation,NA,NA
UMC Utrecht,25908825,19326203,10.1371/journal.pone.0207507,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1371/journal.pone.0207507,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1371/journal.pone.0207507,GOLD,GOLD,NA,TRUE,A stochastic simulation model to study respondent-driven recruitment,NA,NA
UMC Utrecht,16840313,01418955,10.1007/s10545-017-0086-7,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1007/s10545-017-0086-7,CLOSED,CLOSED,NA,TRUE,Autism spectrum disorder,NA,NA
UMC Utrecht,25563035,00319155,10.1088/1361-6560/aae56d,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1088/1361-6560/aae56d,HYBRID,HYBRID PURE,NA,TRUE,Nuts and bolts of 4D-MRI for radiotherapy,NA,NA
UMC Utrecht,24919571,00167037,10.1016/j.gca.2017.10.026,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.gca.2017.10.026,CLOSED,CLOSED,NA,TRUE,Geochemical control on the reduction of U(VI) to mononuclear U(IV) species in lacustrine sediments,NA,NA
UMC Utrecht,24670388,12949361,10.1684/epd.2018.0959,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLOSED,CLOSED,NA,FALSE,Epilepsy surgery for patients with genetic refractory epilepsy,NA,NA
UMC Utrecht,24710083,10597794,10.1002/humu.23541,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1002/humu.23541,CLOSED,CLOSED,NA,TRUE,"De novo mutations in the SET nuclear proto-oncogene, encoding a component of the inhibitor of histone acetyltransferases (INHAT) complex in patients with nonsyndromic intellectual disability",NA,NA
UMC Utrecht,24106970,03603016,10.1016/j.ijrobp.2018.01.005,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ijrobp.2018.01.005,CLOSED,CLOSED,NA,TRUE,Early Tissue Effects of Stereotactic Body Radiation Therapy for Spinal Metastases,NA,NA
UMC Utrecht,24843424,19326203,10.1371/journal.pone.0196607,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0196607&type=printable,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1371/journal.pone.0196607,GOLD,GOLD,NA,TRUE,Language outcome related to brain structures in school-aged preterm children,NA,NA
UMC Utrecht,28380003,0931041X,10.1007/s00467-018-3958-7,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs00467-018-3958-7.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s00467-018-3958-7,HYBRID,HYBRID VSNU,NA,TRUE,Clinical and genetic analyses of a Dutch cohort of 40 patients with a nephronophthisis-related ciliopathy,NA,NA
UMC Utrecht,25097559,02813432,10.1080/02813432.2018.1426151,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,oa journal (via doaj),https://doi.org/10.1080/02813432.2018.1426151,FALSE,TRUE,FALSE,cc-by-nc,gold,https://doi.org/10.1080/02813432.2018.1426151,GOLD,GOLD,NA,TRUE,Implementation of selective prevention for cardiometabolic diseases; are Dutch general practices adequately prepared?,NA,NA
UMC Utrecht,24654013,16643224,10.3389/fimmu.2018.01062,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fimmu.2018.01062/pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.3389/fimmu.2018.01062,GOLD,GOLD,NA,TRUE,GMP-grade manufacturing of T cells engineered to express a defined γδTCR,NA,NA
UMC Utrecht,24186848,08853177,10.1097/mpa.0000000000001018,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1097/mpa.0000000000001018,CLOSED,CLOSED,NA,TRUE,The Dutch Pancreas Biobank within the Parelsnoer Institute,NA,NA
UMC Utrecht,17861907,00099163,10.1111/cge.13053,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),https://dspace.library.uu.nl/bitstream/1874/363421/1/suerink.pdf,FALSE,TRUE,TRUE,NA,green,https://doi.org/10.1111/cge.13053,GREEN,GREEN UPW,NA,TRUE,Constitutional mismatch repair deficiency in a healthy child,NA,NA
UMC Utrecht,17400837,18631959,10.1111/zph.12417,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/zph.12417,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1111/zph.12417,HYBRID,HYBRID UPW BRONZE,NA,TRUE,The design of a Social Cost-Benefit Analysis of preventive interventions for toxoplasmosis,NA,NA
UMC Utrecht,27754918,19326203,10.1371/journal.pone.0207037,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1371/journal.pone.0207037,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1371/journal.pone.0207037,GOLD,GOLD,NA,TRUE,Cost-effectiveness of screening for chronic hepatitis B and C among migrant populations in a low endemic country,NA,NA
UMC Utrecht,24920928,1073449X,10.1164/rccm.201711-2340oc,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH doi match),http://researchonline.lshtm.ac.uk/4648574/1/Four-gene-pan-African-blood-signature-predicts-progression-to-tuberculosis.pdf,FALSE,TRUE,TRUE,cc-by-nc-nd,green,https://doi.org/10.1164/rccm.201711-2340oc,GREEN,GREEN UPW,NA,TRUE,Four-gene pan-African blood signature predicts progression to tuberculosis,NA,NA
UMC Utrecht,23752046,11791349,10.2147/clep.s145530,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.dovepress.com/getfile.php?fileID=39786,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.2147/clep.s145530,GOLD,GOLD,NA,TRUE,Can information on functional and cognitive status improve short-term mortality risk prediction among community-dwelling older people?,NA,NA
UMC Utrecht,24975663,09277765,10.1016/j.colsurfb.2018.06.049,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.colsurfb.2018.06.049,HYBRID,HYBRID PURE,NA,TRUE,Mixed micellar system stabilized with saponins for oral delivery of vitamin K,NA,NA
UMC Utrecht,25388289,15438384,10.1021/acs.molpharmaceut.8b00258,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1021/acs.molpharmaceut.8b00258,HYBRID,HYBRID VSNU,NA,TRUE,Influence of PEGylation of Vitamin-K-Loaded Mixed Micelles on the Uptake by and Transport through Caco-2 Cells,NA,NA
UMC Utrecht,25221866,19326203,10.1371/journal.pone.0198845,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0198845&type=printable,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1371/journal.pone.0198845,GOLD,GOLD,NA,TRUE,Timeliness of notification systems for infectious diseases,NA,NA
UMC Utrecht,17409118,00034967,10.1136/annrheumdis-2017-212104,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://ard.bmj.com/content/annrheumdis/77/3/336.full.pdf,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.1136/annrheumdis-2017-212104,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Clinical Juvenile Arthritis Disease Activity Score proves to be a useful tool in treat-to-target therapy in juvenile idiopathic arthritis,NA,NA
UMC Utrecht,25089792,00097322,10.1161/circulationaha.118.035032,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1161/circulationaha.118.035032,CLOSED,CLOSED,NA,TRUE,Improving the Diagnostic Performance of 18 F-FDG PET/CT in Prosthetic Heart Valve Endocarditis,NA,NA
UMC Utrecht,17791031,13688375,10.1016/j.oraloncology.2017.12.001,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.oraloncology.2017.12.001,CLOSED,CLOSED,NA,TRUE,Influence of tumor and microenvironment characteristics on diffusion-weighted imaging in oropharyngeal carcinoma,NA,NA
UMC Utrecht,25966784,1095158X,10.1037/prj0000320,Indeterminate,Final published version,NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1037/prj0000320,CLOSED,CLOSED,NA,TRUE,Functional recovery of individuals with serious mental illnesses,NA,NA
UMC Utrecht,27918524,08916640,10.1111/jvim.15242,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/jvim.15242,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.1111/jvim.15242,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Efficacy of pentamidine analogue 6 in dogs with chronic atrial fibrillation,NA,NA
UMC Utrecht,25768649,21505594,10.1080/21505594.2017.1389369,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),http://europepmc.org/articles/pmc5955186?pdf=render,TRUE,TRUE,TRUE,cc-by,green,https://doi.org/10.1080/21505594.2017.1389369,GOLD,GOLD,NA,TRUE,Effects of cannabinoid receptor type 2 in respiratory syncytial virus infection in human subjects and mice,NA,NA
UMC Utrecht,25804843,15433080,10.1123/jpah.2018-0513,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1123/jpah.2018-0513,CLOSED,CLOSED,NA,TRUE,Results From the Netherlands' 2018 Report Card on Physical Activity for Children and Youth,NA,NA
UMC Utrecht,24427597,14620324,10.1093/rheumatology/kex511,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/rheumatology/kex511,CLOSED,CLOSED,NA,TRUE,Class 3 semaphorins modulate the invasive capacity of rheumatoid arthritis fibroblast-like synoviocytes,NA,NA
UMC Utrecht,12640319,14700328,10.1111/1471-0528.14567,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via free pdf),https://obgyn.onlinelibrary.wiley.com/doi/pdf/10.1111/1471-0528.14567,FALSE,TRUE,TRUE,NA,bronze,https://doi.org/10.1111/1471-0528.14567,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Misoprostol for cervical priming prior to hysteroscopy in postmenopausal and premenopausal nulliparous women; a multicentre randomised placebo controlled trial,NA,NA
UMC Utrecht,17679304,00313998,10.1038/pr.2017.314,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1038/pr.2017.314,CLOSED,CLOSED,NA,TRUE,Changes in brain morphology and microstructure in relation to early brain activity in extremely preterm infants,NA,NA
UMC Utrecht,25853083,02780240,10.1155/2018/4938194,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1155/2018/4938194,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1155/2018/4938194,GOLD,GOLD,NA,TRUE,Predictive Role of Urinary Metabolic Profile for Abnormal MRI Score in Preterm Neonates,NA,NA
UMC Utrecht,24168838,15356108,10.1016/j.ccell.2018.03.007,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),https://air.unimi.it/bitstream/2434/586843/2/PIIS1535610818301119.pdf,FALSE,TRUE,TRUE,cc-by-nc-nd,green,https://doi.org/10.1016/j.ccell.2018.03.007,GREEN,GREEN UPW,NA,TRUE,Genomic and Functional Approaches to Understanding Cancer Aneuploidy,NA,NA
UMC Utrecht,25164126,21991170,10.1186/s40798-018-0152-1,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://sportsmedicine-open.springeropen.com/track/pdf/10.1186/s40798-018-0152-1,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1186/s40798-018-0152-1,HYBRID,HYBRID UPW BRONZE,NA,TRUE,"Associations of sport participation with self-perception, exercise self-efficacy and quality of life among children and adolescents with a physical disability or chronic disease-a cross-sectional study",NA,NA
UMC Utrecht,25096582,00020729,10.1093/ageing/afx155,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/ageing/afx155,CLOSED,CLOSED,NA,TRUE,A prospective observational study to investigate utility of the Delirium Observational Screening Scale (DOSS) to detect delirium in care home residents,NA,NA
UMC Utrecht,25764054,03000664,10.1111/cen.13795,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/cen.13795,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1111/cen.13795,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Recommendations from the international evidence-based guideline for the assessment and management of polycystic ovary syndrome,NA,NA
UMC Utrecht,25840836,02681161,10.1093/humrep/dey256,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/humrep/dey256,HYBRID,HYBRID PURE,NA,TRUE,Recommendations from the international evidence-based guideline for the assessment and management of polycystic ovary syndrome,NA,NA
UMC Utrecht,27626292,09601643,10.3399/bjgp18x698333,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.3399/bjgp18x698333,CLOSED,CLOSED,NA,TRUE,Clinical relevance of bacterial resistance in lower respiratory tract infection in primary care,NA,NA
