Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Biran Y., Dubow J.","57189235507;57193848775;","Confederated cloud—Design consideration for distributed utility computing system of systems",2019,"Systems Engineering","22","3",,"213","226",,,"10.1002/sys.21473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054687006&doi=10.1002%2fsys.21473&partnerID=40&md5=e08f557f9b963ad84f615a658b74a743","Ananware Systems LLC CentrevilleVA, United States","Biran, Y., Ananware Systems LLC CentrevilleVA, United States; Dubow, J., Ananware Systems LLC CentrevilleVA, United States","Biran, Y.; Ananware Systems LLC CentrevilleUnited States; email: ybiran@ananware.systems",,"John Wiley and Sons Inc.",10981241,,,,"English","Syst. Eng.",Article,"Final",,Scopus,2-s2.0-85054687006
"Caicoya Á.L., Amici F., Ensenyat C., Colell M.","57194518627;24779204300;15123935500;8681707600;","Object permanence in Giraffa camelopardalis: First steps in Giraffes' physical cognition",2019,"Journal of Comparative Psychology","133","2",,"207","214",,,"10.1037/com0000142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055566238&doi=10.1037%2fcom0000142&partnerID=40&md5=88c3d432f1d5a28d580b4fff0fd1afff","Department of Clinical Psychology and Psychobiology, Faculty of Psychology, University of Barcelona, Spain; Institute of Biology, Faculty of Life Sciences, University of Leipzig, Germany; Department of Primatology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Barcelona Zoo, Barcelona, Spain; Department of Clinical Psychology and Psychobiology, Faculty of Psychology and Institute of Neurosciences, University of Barcelona, Spain","Caicoya, Á.L., Department of Clinical Psychology and Psychobiology, Faculty of Psychology, University of Barcelona, Spain; Amici, F., Institute of Biology, Faculty of Life Sciences, University of Leipzig, Germany, Department of Primatology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Ensenyat, C., Barcelona Zoo, Barcelona, Spain; Colell, M., Department of Clinical Psychology and Psychobiology, Faculty of Psychology and Institute of Neurosciences, University of Barcelona, Spain","Caicoya, Á.L.Rio de Oro, 10, 5oA, Spain; email: alocaico@gmail.com",,"American Psychological Association Inc.",07357036,,JCPPA,"30372108","English","J. Comp. Psychol.",Article,"Final",,Scopus,2-s2.0-85055566238
"Manning J.A., McLoughlin P.D.","57206272132;7005749797;","Environmental and demographic drivers of male mating success vary across sequential reproductive episodes in a polygynous breeder",2019,"Ecology and Evolution","9","9",,"5106","5117",,,"10.1002/ece3.5066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065488742&doi=10.1002%2fece3.5066&partnerID=40&md5=cd790486658fb96bcaabd3feaf08a938","Department of Biology, University of Saskatchewan, Saskatoon, SK, Canada; School of the Environment, Washington State University, Pullman, WA, United States","Manning, J.A., Department of Biology, University of Saskatchewan, Saskatoon, SK, Canada, School of the Environment, Washington State University, Pullman, WA, United States; McLoughlin, P.D., Department of Biology, University of Saskatchewan, Saskatoon, SK, Canada","Manning, J.A.; School of the Environment, Washington State UniversityUnited States; email: jeff.manning@wsu.edu",,"John Wiley and Sons Ltd",20457758,,,,"English","Ecology and Evolution",Article,"Final",Open Access,Scopus,2-s2.0-85065488742
"Hanson M.D., Eva K.W.","7401973712;7003600473;","A reflection upon the impact of early 21st-century technological innovations on medical school admissions",2019,"Academic Medicine","94","5",,"640","644",,1,"10.1097/ACM.0000000000002590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065317503&doi=10.1097%2fACM.0000000000002590&partnerID=40&md5=cac049cd6c408873175cca0be805f4cc","Hospital for Sick Children, Department of Psychiatry, Faculty of Medicine, University of Toronto, 555 University Ave., Toronto, ON  M5G 1X8, Canada; Department of Medicine, Faculty of Medicine, University of British Columbia, Vancouver, BC, Canada","Hanson, M.D., Hospital for Sick Children, Department of Psychiatry, Faculty of Medicine, University of Toronto, 555 University Ave., Toronto, ON  M5G 1X8, Canada; Eva, K.W., Department of Medicine, Faculty of Medicine, University of British Columbia, Vancouver, BC, Canada",,,"Lippincott Williams and Wilkins",10402446,,ACMEE,"30640267","English","Acad. Med.",Conference Paper,"Final",,Scopus,2-s2.0-85065317503
"Ravitz P., Watson P., Lawson A., Constantino M.J., Bernecker S., Park J., Swartz H.A.","6507949236;57193028237;56524020900;7007140450;37085164200;56905030600;7102010282;","Interpersonal Psychotherapy: A Scoping Review and Historical Perspective (1974-2017)",2019,"Harvard Review of Psychiatry","27","3",,"165","180",,1,"10.1097/HRP.0000000000000219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065820792&doi=10.1097%2fHRP.0000000000000219&partnerID=40&md5=7b84449e1cb74b07ab74475b49e7886b","Department of Psychiatry, University of Toronto, Canada; Department of Psychiatry, Mount Sinai Hospital, Joseph and Wolf Lebovic Health Complex, 600 University Ave., Toronto, ON  M5G 1X5, Canada; Centre for Addiction and Mental Health, Toronto, Canada; University of Massachusetts, United States; Department of Psychiatry, University of Pittsburgh School of Medicine, United States","Ravitz, P., Department of Psychiatry, University of Toronto, Canada, Department of Psychiatry, Mount Sinai Hospital, Joseph and Wolf Lebovic Health Complex, 600 University Ave., Toronto, ON  M5G 1X5, Canada; Watson, P., Department of Psychiatry, University of Toronto, Canada, Centre for Addiction and Mental Health, Toronto, Canada; Lawson, A., Department of Psychiatry, University of Toronto, Canada, Department of Psychiatry, Mount Sinai Hospital, Joseph and Wolf Lebovic Health Complex, 600 University Ave., Toronto, ON  M5G 1X5, Canada; Constantino, M.J., University of Massachusetts, United States; Bernecker, S., University of Massachusetts, United States; Park, J., Department of Psychiatry, University of Toronto, Canada, Department of Psychiatry, Mount Sinai Hospital, Joseph and Wolf Lebovic Health Complex, 600 University Ave., Toronto, ON  M5G 1X5, Canada; Swartz, H.A., Department of Psychiatry, University of Pittsburgh School of Medicine, United States","Ravitz, P.; Department of Psychiatry, Mount Sinai Hospital, Joseph and Wolf Lebovic Health Complex, 600 University Ave., Canada",,"Lippincott Williams and Wilkins",10673229,,HRPSE,"30883446","English","Harv. Rev. Psychiatry",Review,"Final",,Scopus,2-s2.0-85065820792
"Donnelly S., Dinesh D., Dew K., Stubbe M.","7101661473;57208755163;57189052050;36629370500;","The handover room: a qualitative enquiry into the experience of morning clinical handover for acute medical teams",2019,"Internal Medicine Journal","49","5",,"607","614",,,"10.1111/imj.14142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065729738&doi=10.1111%2fimj.14142&partnerID=40&md5=9839f5f82ab64bd15323fc63a1f1453d","Wellington Hospital, University of Otago, Wellington, New Zealand; School of Social and Cultural Studies, Victoria University of Wellington, Wellington, New Zealand; Department of Primary Health Care, General Practice University of Otago, Wellington, New Zealand","Donnelly, S., Wellington Hospital, University of Otago, Wellington, New Zealand; Dinesh, D., Wellington Hospital, University of Otago, Wellington, New Zealand; Dew, K., School of Social and Cultural Studies, Victoria University of Wellington, Wellington, New Zealand; Stubbe, M., Department of Primary Health Care, General Practice University of Otago, Wellington, New Zealand","Donnelly, S.; Wellington Hospital, University of OtagoNew Zealand; email: sinead.donnelly@ccdhb.org.nz",,"Blackwell Publishing",14440903,,IMJNA,"30324670","English","Intern. Med. J.",Article,"Final",,Scopus,2-s2.0-85065729738
"Hao Z., Drake V.A., Taylor J.R.","57194977262;7003581780;7405405529;","Resolving the heading-direction ambiguity in vertical-beam radar observations of migrating insects",2019,"Ecology and Evolution","9","10",,"6003","6013",,,"10.1002/ece3.5184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066264383&doi=10.1002%2fece3.5184&partnerID=40&md5=a8d41332bd7b1dc9e91b42815ff055ce","School of Science, The University of New South Wales, Canberra, ACT, Australia; School of Biology, Lund University, Lund, Sweden; Institute for Applied Ecology, University of Canberra, Canberra, ACT, Australia","Hao, Z., School of Science, The University of New South Wales, Canberra, ACT, Australia, School of Biology, Lund University, Lund, Sweden; Drake, V.A., School of Science, The University of New South Wales, Canberra, ACT, Australia, Institute for Applied Ecology, University of Canberra, Canberra, ACT, Australia; Taylor, J.R., School of Science, The University of New South Wales, Canberra, ACT, Australia","Hao, Z.; School of Science, The University of New South WalesAustralia; email: z.hao@adfa.edu.au",,"John Wiley and Sons Ltd",20457758,,,,"English","Ecology and Evolution",Article,"Final",Open Access,Scopus,2-s2.0-85066264383
"Kirillova E.A., Pavlyuk A.V., Mikheyev A.A.","56583898100;57201497525;57209502906;","Online contractual process: Status and technology",2019,"International Journal of Recent Technology and Engineering","8","1",,"2234","2240",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068011896&partnerID=40&md5=b3b1d3b908a3d9cb1f26392382e3053a","Russian Federation Southwest State University, Kursk, Russian Federation; Moscow State Institute of International Relations (MGIMO), Moscow, Russian Federation","Kirillova, E.A., Russian Federation Southwest State University, Kursk, Russian Federation; Pavlyuk, A.V., Moscow State Institute of International Relations (MGIMO), Moscow, Russian Federation; Mikheyev, A.A., Moscow State Institute of International Relations (MGIMO), Moscow, Russian Federation",,,"Blue Eyes Intelligence Engineering and Sciences Publication",22773878,,,,"English","Int. J. Recent Technol. Eng.",Article,"Final",,Scopus,2-s2.0-85068011896
"Morsky B., Akçay E.","55533726500;12544970300;","Evolution of social norms and correlated equilibria",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","18",,"8834","8839",,,"10.1073/pnas.1817095116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065511355&doi=10.1073%2fpnas.1817095116&partnerID=40&md5=dda4cd6961177ebb88f57727d6b3fc34","Department of Biology, University of Pennsylvania, Philadelphia, PA  19104, United States","Morsky, B., Department of Biology, University of Pennsylvania, Philadelphia, PA  19104, United States; Akçay, E., Department of Biology, University of Pennsylvania, Philadelphia, PA  19104, United States","Morsky, B.; Department of Biology, University of PennsylvaniaUnited States; email: morsky@sas.upenn.edu",,"National Academy of Sciences",00278424,,PNASA,"30975757","English","Proc. Natl. Acad. Sci. U. S. A.",Article,"Final",Open Access,Scopus,2-s2.0-85065511355
"Kutsukake M., Moriyama M., Shigenobu S., Meng X.-Y., Nikoh N., Noda C., Kobayashi S., Fukatsu T.","6602210915;36243913200;6507797417;35196578700;6603860319;56608919600;55976100900;57204252533;","Exaggeration and cooption of innate immunity for social defense",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","18",,"8950","8959",,2,"10.1073/pnas.1900917116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065510648&doi=10.1073%2fpnas.1900917116&partnerID=40&md5=54ba344a7b3104e192fa04e792612314","Bioproduction Research Institute, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan; Computational Bio Big Data Open Innovation Laboratory, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan; Core Research Facilities, National Institute for Basic Biology, Okazaki, 444-8585, Japan; Department of Liberal Arts, Open University of Japan, Chiba, 261-8586, Japan; Okazaki Institute for Integrative Bioscience, National Institute for Basic Biology, Okazaki, 444-8787, Japan; Life Science Center for Survival Dynamics, Tsukuba Advanced Research Alliance, University of Tsukuba, Tsukuba, 305-8577, Japan; Department of Biological Sciences, Graduate School of Science, University of Tokyo, Tokyo, 113-0033, Japan; Graduate School of Life and Environmental Sciences, University of Tsukuba, Tsukuba, 305-8572, Japan","Kutsukake, M., Bioproduction Research Institute, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan; Moriyama, M., Bioproduction Research Institute, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan, Computational Bio Big Data Open Innovation Laboratory, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan; Shigenobu, S., Core Research Facilities, National Institute for Basic Biology, Okazaki, 444-8585, Japan; Meng, X.-Y., Bioproduction Research Institute, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan; Nikoh, N., Department of Liberal Arts, Open University of Japan, Chiba, 261-8586, Japan; Noda, C., Okazaki Institute for Integrative Bioscience, National Institute for Basic Biology, Okazaki, 444-8787, Japan; Kobayashi, S., Life Science Center for Survival Dynamics, Tsukuba Advanced Research Alliance, University of Tsukuba, Tsukuba, 305-8577, Japan; Fukatsu, T., Bioproduction Research Institute, National Institute of Advanced Science and Technology, Tsukuba, 305-8566, Japan, Department of Biological Sciences, Graduate School of Science, University of Tokyo, Tokyo, 113-0033, Japan, Graduate School of Life and Environmental Sciences, University of Tsukuba, Tsukuba, 305-8572, Japan","Kutsukake, M.; Bioproduction Research Institute, National Institute of Advanced Science and TechnologyJapan; email: m-kutsukake@aist.go.jp",,"National Academy of Sciences",00278424,,PNASA,"30988178","English","Proc. Natl. Acad. Sci. U. S. A.",Article,"Final",Open Access,Scopus,2-s2.0-85065510648
"Ioannou C.C., Rocque F., Herbert-Read J.E., Duffield C., Firth J.A.","14031534600;57208678207;35726673000;57195989852;56506646300;","Predators attacking virtual prey reveal the costs and benefits of leadership",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","18",,"8925","8930",,5,"10.1073/pnas.1816323116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065509247&doi=10.1073%2fpnas.1816323116&partnerID=40&md5=c896aeeca3c839fba796334ba30888a1","aSchool of Biological Sciences, University of Bristol, Bristol, BS8 1TQ, United Kingdom; Department of Psychology, University of Portsmouth, Portsmouth, PO1 2UP, United Kingdom; Mammalian Behaviour and Evolution Group, Institute of Integrative Biology, University of Liverpool, Neston, CH64 7TE, United Kingdom; Edward Grey Institute, Department of Zoology, University of Oxford, Oxford, OX1 3PS, United Kingdom; Merton College, University of, United States","Ioannou, C.C., aSchool of Biological Sciences, University of Bristol, Bristol, BS8 1TQ, United Kingdom; Rocque, F., Department of Psychology, University of Portsmouth, Portsmouth, PO1 2UP, United Kingdom; Herbert-Read, J.E., aSchool of Biological Sciences, University of Bristol, Bristol, BS8 1TQ, United Kingdom; Duffield, C., Mammalian Behaviour and Evolution Group, Institute of Integrative Biology, University of Liverpool, Neston, CH64 7TE, United Kingdom; Firth, J.A., Edward Grey Institute, Department of Zoology, University of Oxford, Oxford, OX1 3PS, United Kingdom, Merton College, University of, United States","Ioannou, C.C.; aSchool of Biological Sciences, University of BristolUnited Kingdom; email: C.C.Ioannou@bristol.ac.uk",,"National Academy of Sciences",00278424,,PNASA,"30988193","English","Proc. Natl. Acad. Sci. U. S. A.",Article,"Final",Open Access,Scopus,2-s2.0-85065509247
"Alfaro Moreno A.K., Núñez Velázquez J.J.","57202860908;8929320600;","Utilization of Mixed Distributions in the Calculation of Polarization: The Case of Spain",2019,"Social Indicators Research","142","3",,"911","946",,,"10.1007/s11205-018-1961-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049560676&doi=10.1007%2fs11205-018-1961-9&partnerID=40&md5=e6f59f829d232bcec9155584e1203214","Departamento de Economía, Facultad de Ciencias Económicas, Empresariales y Turismo, Universidad de Alcalá, Plaza de la Victoria, 2, Alcalá De Henares, Madrid  28802, Spain","Alfaro Moreno, A.K., Departamento de Economía, Facultad de Ciencias Económicas, Empresariales y Turismo, Universidad de Alcalá, Plaza de la Victoria, 2, Alcalá De Henares, Madrid  28802, Spain; Núñez Velázquez, J.J., Departamento de Economía, Facultad de Ciencias Económicas, Empresariales y Turismo, Universidad de Alcalá, Plaza de la Victoria, 2, Alcalá De Henares, Madrid  28802, Spain","Alfaro Moreno, A.K.; Departamento de Economía, Facultad de Ciencias Económicas, Empresariales y Turismo, Universidad de Alcalá, Plaza de la Victoria, 2, Spain; email: anakarina.alfaro@uah.es",,"Springer Netherlands",03038300,,,,"English","Soc. Indic. Res.",Article,"Final",,Scopus,2-s2.0-85049560676
"Carrot B., Duclos J., Barry C., Radon L., Maria A.-S., Kaganski I., Jeremic Z., Barton-Clegg V., Corcos M., Lasfar M., Gerardin P., Harf A., Moro M.-R., Blanchet C., Godart N.","24334091200;36508422400;36087003500;56716586600;55531799200;6507199618;57208565681;57208570141;7006971418;55062316900;9336000300;23027517300;15743125800;24385650700;6701918286;","Multicenter randomized controlled trial on the comparison of multi-family therapy (MFT) and systemic single-family therapy (SFT) in young patients with anorexia nervosa: Study protocol of the THERAFAMBEST study",2019,"Trials","20","1", 249,"","",,,"10.1186/s13063-019-3347-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065141789&doi=10.1186%2fs13063-019-3347-y&partnerID=40&md5=72125fe5cd7e7cf5d2bfd6bfb36f0433","Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France; CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France; Univ. Lille, CNRS, CHU Lille, UMR 9193 - SCALab - Cognitive and Affective Sciences, F-59000 Lille, France; Department of Addiction, Eating Disorders Unit, Paul Brousse Hospital, Villejuif, France; Department of Clinical Psychology, Psychopathology, Psychoanalysis - EA 4056 (PCPP), University of Paris Descartes, Paris, France; Department of Medical Pediatrics and Child and Adolescent Psychiatry, Rouen University Hospital and Rouvray Hospital, University of Rouen, Rouen, France; Maison de Solenn, Maison des Adolescents, Hôpital Cochin, Paris, France; UFR des Sciences de la Santé Simone Veil (UVSQ), Versailles, France; Fondation de Santé des Etudiants de France, Paris, France","Carrot, B., Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France, CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France; Duclos, J., Univ. Lille, CNRS, CHU Lille, UMR 9193 - SCALab - Cognitive and Affective Sciences, F-59000 Lille, France; Barry, C., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France; Radon, L., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France, Department of Addiction, Eating Disorders Unit, Paul Brousse Hospital, Villejuif, France; Maria, A.-S., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France; Kaganski, I., Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France; Jeremic, Z., Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France; Barton-Clegg, V., Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France; Corcos, M., Psychiatry Unit, Institut Mutualiste Montsouris, Paris, France, Department of Clinical Psychology, Psychopathology, Psychoanalysis - EA 4056 (PCPP), University of Paris Descartes, Paris, France; Lasfar, M., Department of Medical Pediatrics and Child and Adolescent Psychiatry, Rouen University Hospital and Rouvray Hospital, University of Rouen, Rouen, France; Gerardin, P., Department of Medical Pediatrics and Child and Adolescent Psychiatry, Rouen University Hospital and Rouvray Hospital, University of Rouen, Rouen, France; Harf, A., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France, Maison de Solenn, Maison des Adolescents, Hôpital Cochin, Paris, France; Moro, M.-R., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France, Department of Clinical Psychology, Psychopathology, Psychoanalysis - EA 4056 (PCPP), University of Paris Descartes, Paris, France, Maison de Solenn, Maison des Adolescents, Hôpital Cochin, Paris, France; Blanchet, C., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France, Department of Clinical Psychology, Psychopathology, Psychoanalysis - EA 4056 (PCPP), University of Paris Descartes, Paris, France, Maison de Solenn, Maison des Adolescents, Hôpital Cochin, Paris, France; Godart, N., CESP, INSERM, UMR 1018, University Paris-Sud, UVSQ, University Paris-Saclay, Villejuif, France, UFR des Sciences de la Santé Simone Veil (UVSQ), Versailles, France, Fondation de Santé des Etudiants de France, Paris, France","Duclos, J.; Univ. Lille, CNRS, CHU Lille, UMR 9193 - SCALab - Cognitive and Affective SciencesFrance; email: jeanne.duclos@gmail.com",,"BioMed Central Ltd.",17456215,,,"31039797","English","Trials",Article,"Final",Open Access,Scopus,2-s2.0-85065141789
"Liu L., Zhao X.-Y., Tang Q.-B., Lei C.-L., Huang Q.-Y.","56726927600;57208675849;43961495300;8966819000;8966819100;","The mechanisms of social immunity against fungal infections in eusocial insects",2019,"Toxins","11","5", 244,"","",,6,"10.3390/toxins11050244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065498769&doi=10.3390%2ftoxins11050244&partnerID=40&md5=2e4751ac05c4d3ff875dcde172c1677d","Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural University, Wuhan, 430070, China; Plant Protection College, Henan Agricultural University, Zhengzhou, 450002, China","Liu, L., Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural University, Wuhan, 430070, China, Plant Protection College, Henan Agricultural University, Zhengzhou, 450002, China; Zhao, X.-Y., Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural University, Wuhan, 430070, China; Tang, Q.-B., Plant Protection College, Henan Agricultural University, Zhengzhou, 450002, China; Lei, C.-L., Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural University, Wuhan, 430070, China; Huang, Q.-Y., Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural University, Wuhan, 430070, China","Huang, Q.-Y.; Hubei Insect Resources Utilization and Sustainable Pest Management Key Laboratory, Huazhong Agricultural UniversityChina; email: qyhuang2006@mail.hzau.edu.cn",,"MDPI AG",20726651,,,"31035652","English","Toxins",Review,"Final",Open Access,Scopus,2-s2.0-85065498769
"Sah P., Méndez J.D., Bansal S.","55557817600;57208665564;55422179700;","A multi-species repository of social networks",2019,"Scientific data","6","1",,"44","",,,"10.1038/s41597-019-0056-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065504907&doi=10.1038%2fs41597-019-0056-z&partnerID=40&md5=aedc3f4b91423ef06a2489428b3f5cc1","Department of Biology, Georgetown UniversityWA, United States","Sah, P., Department of Biology, Georgetown UniversityWA, United States; Méndez, J.D., Department of Biology, Georgetown UniversityWA, United States; Bansal, S., Department of Biology, Georgetown UniversityWA, United States",,,"NLM (Medline)",20524463,,,"31036810","English","Sci Data",Article,"Final",Open Access,Scopus,2-s2.0-85065504907
"Zhao J., Sheng Y., Zhang L., Song J.","57201698507;57207990708;57209232164;56431580600;","Evolution of urban agglomeration financial network in China based on subdivision industry [基于细分行业的中国城市群金融网络演化]",2019,"Dili Xuebao/Acta Geographica Sinica","74","4",,"723","736",,,"10.11821/dlxb201904008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066951627&doi=10.11821%2fdlxb201904008&partnerID=40&md5=66f6182e3d358059747d5315df69c75d","Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China","Zhao, J., Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Sheng, Y., Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Zhang, L., Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Song, J., Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China","Song, J.; Faculty of Geographical Science, Beijing Normal UniversityChina; email: jinpingsong@163.com",,"Science Press",03755444,,,,"Chinese","Dili Xuebao/Acta Geogr. Sin.",Article,"Final",,Scopus,2-s2.0-85066951627
"Mizzoni J.","6507569631;","Evolution and (aristotelian) virtue ethics",2019,"Human Affairs","29","2",,"199","206",,,"10.1515/humaff-2019-0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066401461&doi=10.1515%2fhumaff-2019-0016&partnerID=40&md5=8d6403ae9ea7bc0d0a09e882345951e5","Arts and Humanities Neumann University, Aston, PA  19014, United States","Mizzoni, J., Arts and Humanities Neumann University, Aston, PA  19014, United States","Mizzoni, J.; Arts and Humanities Neumann UniversityUnited States; email: mizzonij@neumann.edu",,"De Gruyter",12103055,,,,"English","Hum. Aff.",Review,"Final",,Scopus,2-s2.0-85066401461
"Liu S., Yang S., Wang Z.","56022205800;35489393800;57207119577;","Characteristics and formation mechanism of China's provincial urbanization spatial correlation based on population flow [基于人口流的中国省域城镇化空间关联特征及形成机制]",2019,"Dili Xuebao/Acta Geographica Sinica","74","4",,"648","663",,,"10.11821/dlxb201904003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066940761&doi=10.11821%2fdlxb201904003&partnerID=40&md5=af50d7a758951c888805aa0ab3b118bf","School of Geography Science, Nanjing Normal University, Nanjing, 210023, China; Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China; Key Laboratory of Virtual Geographic Environment, Nanjing Normal University, Ministry of Education, Nanjing, 210023, China; State Key Laboratory Cultivation Base of Geographical Environment Evolution (Jiangsu Province), Nanjing, 210023, China","Liu, S., School of Geography Science, Nanjing Normal University, Nanjing, 210023, China, Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China, Key Laboratory of Virtual Geographic Environment, Nanjing Normal University, Ministry of Education, Nanjing, 210023, China, State Key Laboratory Cultivation Base of Geographical Environment Evolution (Jiangsu Province), Nanjing, 210023, China; Yang, S., School of Geography Science, Nanjing Normal University, Nanjing, 210023, China, Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China, Key Laboratory of Virtual Geographic Environment, Nanjing Normal University, Ministry of Education, Nanjing, 210023, China, State Key Laboratory Cultivation Base of Geographical Environment Evolution (Jiangsu Province), Nanjing, 210023, China; Wang, Z., School of Geography Science, Nanjing Normal University, Nanjing, 210023, China, Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China, Key Laboratory of Virtual Geographic Environment, Nanjing Normal University, Ministry of Education, Nanjing, 210023, China, State Key Laboratory Cultivation Base of Geographical Environment Evolution (Jiangsu Province), Nanjing, 210023, China","Yang, S.; School of Geography Science, Nanjing Normal UniversityChina; email: yangshan@njnu.edu.cn",,"Science Press",03755444,,,,"Chinese","Dili Xuebao/Acta Geogr. Sin.",Article,"Final",,Scopus,2-s2.0-85066940761
"Shibuya N., Iizuka H., Yamamoto M.","57199734673;35487820700;7405311526;","Group Decision Making through Behavioral Interaction in Robot Swarm",2019,"Proceedings of the 2019 IEEE/SICE International Symposium on System Integration, SII 2019",,, 8700443,"764","769",,,"10.1109/SII.2019.8700443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065654657&doi=10.1109%2fSII.2019.8700443&partnerID=40&md5=a0918b48294a18fba0ebaf070a91fb5b","Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan","Shibuya, N., Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan; Iizuka, H., Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan; Yamamoto, M., Graduate School of Information Science and Technology, Hokkaido University, Hokkaido, Japan",,,"Institute of Electrical and Electronics Engineers Inc.",,9781538636152,,,"English","Proc. IEEE/SICE Int. Symp. Syst. Integration, SII",Conference Paper,"Final",,Scopus,2-s2.0-85065654657
