PT;AU;BA;BE;GP;AF;BF;CA;TI;SO;SE;BS;LA;DT;CT;CY;CL;SP;HO;DE;ID;AB;C1;RP;RI;OI;FU;FX;CR;NR;TC;Z9;U1;U2;PU;PI;PA;SN;EI;BN;J9;JI;PD;PY;VL;IS;PN;SU;SI;MA;BP;EP;AR;DI;D2;EA;PG;WC;SC;GA;UT;PM;OA;HC;HP;DA
J;"Poole, AH; Garwood, DA";;;;"Poole, Alex H.; Garwood, Deborah A.";;;Natural allies: Librarians, archivists, and big data in international digital humanities project work;JOURNAL OF DOCUMENTATION;;;English;Article;;;;;;"Collaboration; Interdisciplinarity; Digital humanities; Data management; Digital curation; Data curation; Information and library science";"RESEARCH DATA-MANAGEMENT; QUALITATIVE RESEARCH; COLLABORATION; SERVICES";"Purpose In Digging into Data 3 (DID3) (2014-2016), ten funders from four countries (the USA, Canada, the UK, and the Netherlands) granted $5.1 million to 14 project teams to pursue data-intensive, interdisciplinary, and international digital humanities (DH) research. The purpose of this paper is to employ the DID3 projects as a case study to explore the following research question: what roles do librarians and archivists take on in data-intensive, interdisciplinary, and international DH projects? Design/methodology/approach Participation was secured from 53 persons representing eleven projects. The study was conducted in the naturalistic paradigm. It is a qualitative case study involving snowball sampling, semi-structured interviews, and grounded analysis. Findings Librarians or archivists were involved officially in 3 of the 11 projects (27.3 percent). Perhaps more importantly, information professionals played vital unofficial roles in these projects, namely as consultants and liaisons and also as technical support. Information and library science (ILS) expertise helped DID3 researchers with issues such as visualization, rights management, and user testing. DID3 participants also suggested ways in which librarians and archivists might further support DH projects, concentrating on three key areas: curation, outreach, and ILS education. Finally, six directions for future research are suggested. Originality/value Much untapped potential exists for librarians and archivists to collaborate with DH scholars; a gap exists between researcher awareness and information professionals' capacity.";"[Poole, Alex H.] Drexel Univ, Dept Informat Sci, Philadelphia, PA 19104 USA; [Garwood, Deborah A.] Drexel Univ, Coll Comp & Informat, Philadelphia, PA 19104 USA";Poole, AH (reprint author), Drexel Univ, Dept Informat Sci, Philadelphia, PA 19104 USA.;Garwood, Deborah A/M-2040-2018;Garwood, Deborah A/0000-0003-0279-0600;;;;110;5;5;25;72;EMERALD GROUP PUBLISHING LTD;BINGLEY;HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND;0022-0418;1758-7379;;J DOC;J. Doc.;;2018;74;4;;;;;804;826;;10.1108/JD-10-2017-0137;;;23;"Computer Science, Information Systems; Information Science & Library Science";"Computer Science; Information Science & Library Science";GE7IV;WOS:000431407700007;;;;;07/02/2020
J;"Cullen, D; Bell, A";;;;"Cullen, Darcy; Bell, Allan";;;The Social Text and Networked Knowledge: New Modes of Scholarly Book Publishing in Indigenous Studies;JOURNAL OF SCHOLARLY PUBLISHING;;;English;Article;;;;;;"scholarly communication; press-library collaborations; Indigenous studies; digital publishing";;"Initiatives in the digital humanities; advances in library, archiving, and information sciences; and innovative First Nations community-based language and cultural heritage projects demand that the scholarly communications infrastructure evolve to improve access to and mobilize knowledge in its written, oral, and visual forms. The field of Indigenous studies raises interesting challenges and opportunities for multimodal publishing and for new kinds of partnerships to support research and publication. This paper discusses the collaborative efforts of the University of British Columbia Press, University of British Columbia Library, and University of Washington Press to develop a dynamic new resource for Indigenous research, education, and cultural programs, which places the scholarly book at its centre. It considers the changing nature of scholarly publishing, the expanding definition of the scholarly record, and the specific context of cultural heritage projects.";"[Cullen, Darcy] Univ Toronto, Toronto, ON, Canada; [Bell, Allan] Univ Brit Columbia Lib, Columbia, MO USA";Cullen, D (reprint author), Univ Toronto, Toronto, ON, Canada.;;Bell, Allan/0000-0003-1563-8923;;;;36;0;0;4;29;UNIV TORONTO PRESS INC;TORONTO;JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, ON M3H 5T8, CANADA;1198-9742;1710-1166;;J SCHOLARLY PUBL;J. Sch. Publ.;JAN;2018;49;2;;;;;193;212;;10.3138/jsp.49.2.193;;;20;"Humanities, Multidisciplinary; Information Science & Library Science";"Arts & Humanities - Other Topics; Information Science & Library Science";FS0FH;WOS:000419448800005;;Bronze;;;07/02/2020
J;Smiraglia, RP;;;;Smiraglia, Richard P.;;;ISKO 15's Bookshelf: Dispersion in a Digital Age-An Editorial;KNOWLEDGE ORGANIZATION;;;English;Editorial Material;;;;;;"ISKO international conference; knowledge organization; citations; references";KNOWLEDGE ORGANIZATION;"The Fifteenth International ISKO Conference (ISKO 15) took place in Porto, Portugal in early July 2018 at the Faculty of Arts and Humanities of the University of Porto, Department of Communication and Information Sciences. The main theme was "" challenges and opportunities for knowledge organization in the digital age;"" three sub- themes were: foundations and methods, interoperability and societal challenges. A feature of the conference was a special session devoted to the memory of ISKO founder Ingetraut Dahlberg. The proceedings contain 105 formal research papers as well as abstracts for fourteen posters and two workshops. Informetric analyses produce a characteristic picture for an international ISKO conference, with core concepts of KO and KOSs embracing digital age concepts of social media and the semantic web alongside new library conceptual data models. On ISKO 15' s bookshelf were articles by Hjorland, Dahlberg, Tennis and Beghtol, and books by Ranganathan and Szostak, Gnoli and Lopez- Huertas. But also books by Adler, Garcia Gutierrez, Holland and Verborgh and FRBR/ LRM were present as were articles by Adler, Kleineberg and Gruber. Core ISKO is joined on this bookshelf by new articles from the ISKO Encyclopedia, by works pointing toward ethical approaches to KO, and by works pointing toward KO for a semantic web- challenges and opportunities for KO, as the conference theme indicated.";[Smiraglia, Richard P.] Univ Wisconsin Milwaukee, Sch Informat Studies, 2025 E Newport, Milwaukee, WI 53211 USA;Smiraglia, RP (reprint author), Univ Wisconsin Milwaukee, Sch Informat Studies, 2025 E Newport, Milwaukee, WI 53211 USA.;;;;;;9;1;1;3;14;ERGON-VERLAG;WURZBURG;GROMBUHLSTR 7, 97080 WURZBURG, GERMANY;0943-7444;;;KNOWL ORGAN;Knowl. Organ.;;2018;45;5;;;;;343;357;;10.5771/0943-7444-2018-5-343;;;15;Information Science & Library Science;Information Science & Library Science;GU7LJ;WOS:000445503700001;;;;;07/02/2020
J;"Betiang, L; Akpan, B";;;;"Betiang, Liwhu; Akpan, Brenda";;;The African Writer at Digital Cross-Roads: A Preliminary Interrogation of Literary Production in Nigeria/the Global South within 21st Century Media Convergence;KOME-AN INTERNATIONAL JOURNAL OF PURE COMMUNICATION INQUIRY;;;English;Article;;;;;;"Media Globalization; Digital Humanities; Cultural Production; Digital/Electronic Divide; Nigeria; Global South";;"The 21st century convergence of media through technological, industry and market conflations has altered the traditional work environment of the creative writer in Africa and the Global South due principally to problems/issues of digital divide/negotiation or migration which have altered modes/technologies for the creation, production, distribution, and consumption of letters. The global visibility of the African writer, like many academics in African universities, is challenged by digital migration, digital illiteracy or aliteracy. This study problematizes this digital exclusion from the contemporary digital world on account of the multiple dimensions of digital divide; and social and intellectual denial of access to the global literary forum. This preliminary study re-articulates the Nigerian writer's creative environment, production process and distribution of the literary product; using interviews, ethnographic interactions, and observations, to assess the writers' (n: 62) digital literacy, competence, and issues of digital migration. Findings which were analyzed descriptively preliminarily point to the fact that media digitization actually challenges the Nigerian writer in ways that have impacted on his/her competence for literary creation/production, access and distribution within the 'global literary forum'; a situation that may probably be seen as a common disempowering' experience for many creative writers in developing Global South.";"[Betiang, Liwhu; Akpan, Brenda] Univ Calabar, Dept Theatre Film & Carnival Studies, Calabar, Nigeria";Betiang, L (reprint author), Univ Calabar, Dept Theatre Film & Carnival Studies, Calabar, Nigeria.;Betiang, Liwhu -/W-7747-2019;;;;;56;1;1;1;1;HUNGARIAN COMMUNICATION STUDIES ASSOC;BUDAPEST;BOKOR UTCA 1-3-5, BUDAPEST, 1037, HUNGARY;2063-7330;;;KOME;KOME;;2018;6;1;;;;;14;31;;10.17646/KOME.2018.12;;;18;Communication;Communication;GK9CK;WOS:000436534500002;;DOAJ Gold, Green Accepted;;;07/02/2020
J;"Chiu, CC; Lee, LC";;;;"Chiu, Chen-Chiou; Lee, Lai-Chung";;;System satisfaction survey for the App to integrate search and augmented reality with geographical information technology;MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS;;;English;"Article; Proceedings Paper";IEEE International Conference on Applied System Innovation (IEEE ICASI);MAY 26-JUN 01, 2016;Fuzhou Univ, Okinawa, JAPAN;Taiwanese Inst Knowledge Innovat, Inst Elect & Elect Engineers, Sci Educ Ctr, Natl Formosa Univ, Chia Nan Univ Pharmacy & Sci, Kun Shan Univ, S Taiwan Univ Sci & Technol, St. Johns Univ, Natl United Univ, Univ Ryukyus, Kongju Natl Univ, Hannam Univ, Jimei Univ, iVAN Technol Enterprise Grp, IEEE Tainan Sect, Fujian Informat Ind Assoc, Fuzhou Cross Strait Ind Design Creat Park;Fuzhou Univ;;;"Digital humanities are unfamiliar words in Taiwan. With the popularity of digital technology and mobile computing, Digital Human Geography in both theory and practice have emerged many new potentials and development opportunities. However, the research field regarding digital human geography can cover many areas, such as: mobile augmented reality, local media and service design, urban space interaction, virtual mixed space, space humanistic experience, historical materials reproduction, creativity of digital local sense, cultural narrative and art experience, local action games, mobile learning, and location-related business applications etc. This study aims to transfer information to specific groups through a simple and straightforward manner. With digital technology in combination with humane digital contents, people under the scenario of interactive interface are allowed to apply geographic information system (GIS) and geo-fencing program to convert data into visual images and through today's Infographics to clearly use visual design characteristics in content presentation. Therefore, our study was to develop a new App, called ""Ai Guang Zhan"". People can use ""Ai Guang Zhan"" App to integrate all exhibition related services. The App can be downloaded from smartphone or tablet PC for users to search in any time the arts and cultural activities and public facilities in the nearest place and receive instant mobile navigation services among various cultural and creative parks. To understand the preference and satisfaction by the people who use the UI interface for the APP designed from the study, a random questionnaire survey will be conducted in Huashan Cultural and Creative Industry Park and Songshan Cultural and Creative Park. The survey results will be used as reference for function improvement of next APP version. The primary purpose of this research is to propose a model for the development of applications, as well as methods for a clearer and easier visual presentation of information to be used as a reference for practitioners or application designers. The application, developed by the study through the proposed processes, was found to be effective; the developed application could be utilized as a new and useful tool to facilitate the utilization of academic and cultural resources. Additionally, users' specific comments and suggestions collected by the study could be adopted as a reference for future application development. The application developed by this study was found to serve effectively as a method to promote the development of art and cultural activities of all sizes in various regions, and stimulate the exchange of arts and humanities between urban and rural areas. Furthermore, the application has the ability to attract younger people to participate in art and cultural activities, find their own interests, and explore more corresponding activities with its assistance. Future applications associated to art and cultural activities are suggested to effectively integrate AR, GIS, and visual design (such as Infographics) technologies, and thereby offer users more diversified, convenient, and useful functions. Restricted by the resources of labor and limited time, the functional design and development of the application still requires improvement. Specifically, the combination of AR technology and information presentation of art and cultural activities, as well as the calculation of relative distance and travel time were not presented effectively. The next step of the project would involve revising the content and functionalities of the application based on users' feedback collected by this study, reviewing the acceptance of market responses of the application, and seeking a development company or foundation for technology transfer. Moreover, we intend to combine more technologies such as diversified cross-platform functions, visualized design of information, and interactive devices to further improve the application, and thereby stimulate social, human, and geographical interactions.";"[Chiu, Chen-Chiou; Lee, Lai-Chung] Natl Taipei Univ Technol, 1,Sec 3,Zhongxiao E Rd, Taipei 10608, Taiwan";Lee, LC (reprint author), Natl Taipei Univ Technol, 1,Sec 3,Zhongxiao E Rd, Taipei 10608, Taiwan.;;;"Humanities Department of the Ministry of Science and Technology;  [MOST 104-2420-H-027-003]";With grateful to the Humanities Department of the Ministry of Science and Technology and the Granted Program No. is MOST 104-2420-H-027-003.;;20;3;3;5;35;SPRINGER;NEW YORK;233 SPRING ST, NEW YORK, NY 10013 USA;0946-7076;1432-1858;;MICROSYST TECHNOL;Microsyst. Technol.;JAN;2018;24;1;;;SI;;319;341;;10.1007/s00542-017-3333-9;;;23;"Engineering, Electrical & Electronic; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Physics, Applied";"Engineering; Science & Technology - Other Topics; Materials Science; Physics";FT7GL;WOS:000423320800036;;;;;07/02/2020
J;Elmborg, J;;;;Elmborg, James;;;Toward Building a Digital Index of Little Magazines of the 1960s;SERIALS REVIEW;;;English;Article;;;;;;"digital humanities; little magazine; digital archive; mimeograph revolution";;The rich history of the mimeograph revolution era of the 1960s presents distinct rewards and challenges to both literary scholars and librarians. The ephemeral nature of the great majority of mimeograph revolution publications has rendered invisible their contributors and their literary works. One potential solution to this problem lies in the creation of a little magazine database, which has been under development by the author.;[Elmborg, James] Univ Alabama, Sch Lib & Informat Studies, Tuscaloosa, AL USA;Elmborg, J (reprint author), Univ Alabama, Sch Lib & Informat Studies, Gorgas Lib 513, Tuscaloosa, AL 35487 USA.;;;;;;12;1;1;1;9;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND;0098-7913;1879-095X;;SERIALS REV;Ser. Rev.;;2018;44;1;;;SI;;16;23;;10.1080/00987913.2018.1437320;;;8;Information Science & Library Science;Information Science & Library Science;GA8OA;WOS:000428598400004;;;;;07/02/2020
J;Craft, AR;;;;Craft, Anna R.;;;Digital Scholarship Planning: A Perspective on the CNI-ARL Workshop;SERIALS REVIEW;;;English;Article;;;;;;"academic libraries; digital humanities; digital projects; digital scholarship; library spaces; research support";;"The CNI-ARL Digital Scholarship Planning Workshop at Brown University, November 8-10, 2017, was an intensive, focused workshop for institutions at all stages of the digital scholarship planning process. This report, based on one participant's experience, touches on some of the highlights and takeaways from the sessions, which focused on campus needs and partnerships; staffing; governance and funding models; the applications of library and other content collections in teaching, learning, and research; student roles in digital scholarship; space and place; and the institutionalization of digital scholarship. A fundamental concept of the workshop was the acknowledgement of the wide variety of models and services digital scholarship can encompass and the critical need for each institution to pursue digital scholarship services that are in line with its strengths and the needs of its particular constituencies.";[Craft, Anna R.] Univ North Carolina Greensboro, Coordinator Metadata Serv, Univ Lib, Greensboro, NC USA;Craft, AR (reprint author), Univ North Carolina Greensboro, Coordinator Metadata Serv, UNCG Univ Lib, POB 26170, Greensboro, NC 27402 USA.;Craft, Anna R./AAD-5509-2019;Craft, Anna R./0000-0002-9774-4027;;;;15;0;0;2;25;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND;0098-7913;1879-095X;;SERIALS REV;Ser. Rev.;;2018;44;1;;;SI;;64;70;;10.1080/00987913.2018.1433930;;;7;Information Science & Library Science;Information Science & Library Science;GA8OA;WOS:000428598400011;;;;;07/02/2020
J;Sterman, J;;;;Sterman, John;;;System dynamics at sixty: the path forward;SYSTEM DYNAMICS REVIEW;;;English;Article;;;;;;;"DIFFERENTIAL EVOLUTION; NETWORK STRUCTURE; MODEL; MANAGEMENT; VALIDATION; MISPERCEPTIONS; INFORMATION; ERADICATION; SIMULATION; COMPLEXITY";The late Jay Forrester founded the field of system dynamics 60years ago. On this anniversary I ask what lessons his remarkable life of innovation and impact hold for the field. From a Nebraska ranch to MIT, servomechanisms, digital computing and system dynamics, Jay lived his entire life on the frontier, innovating to solve critical problems. Today, more than ever, humanity faces grave threats arising from our mismanagement of increasingly complex systems. Fortunately, progress in system dynamics, the natural and social sciences, computing, data availability, and other modeling disciplines have advanced the frontier in theory and methods to build reliable, useful knowledge of complex systems. We must therefore ask: What would Jay do if he were young today? How would he build on the knowledge, technology, data and methods now available to improve the science and practice of system dynamics? What must we now do to explore the next frontier? (c) 2018 System Dynamics Society;"[Sterman, John] MIT, Sloan Sch Management, Management, Cambridge, MA 02142 USA; [Sterman, John] MIT, Syst Dynam Grp, Cambridge, MA 02142 USA";Sterman, J (reprint author), MIT, Sloan Sch Management, Syst Dynam Grp, 100 Main St,E62-436, Cambridge, MA 02142 USA.;;;;;;129;15;16;13;30;WILEY;HOBOKEN;111 RIVER ST, HOBOKEN 07030-5774, NJ USA;0883-7066;1099-1727;;SYST DYNAM REV;Syst. Dyn. Rev.;JAN-JUN;2018;34;01-Feb;;;SI;;5;47;;10.1002/sdr.1601;;;43;"Management; Social Sciences, Mathematical Methods";"Business & Economics; Mathematical Methods In Social Sciences";GW0OE;WOS:000446566100001;;;;;07/02/2020
J;Akca, S;;;;Akca, Sumeyye;;;Digital Humanities: A New Approach;TURKISH LIBRARIANSHIP;;;Turkish;Article;;;;;;"Digital humanities; cultural heritage; librarianship; information and record management";LIBRARIES;The advancement in digitalization and computer technology has given innovative view to the cultural heritage sector. With the impact of globalization, it has become compulsory to increase access to cultural heritage, to ensure participation and to evaluate practices from an international perspective. All these developments contributed to the formation of a new field, approach, in the name of digital humanities. With the studies done in this area, it is possible to have knowledge and interaction with a cultural entity that exists today in any part of the world. While creating the department of this field in the world's leading universities, in Turkey this concept has not been yet known. Although in recent years, there has been an increase in the number of digitalization of cultural heritage by cultural memory institutions, studies carried out within the scope of digital humanities are scarce. Based on this problem, it is aimed to introduce the field by describing what the digital humanities is, what it expresses, its historical development and application areas in the context of the literature in this study. Also studies done in this field in Turkey are evaluated and approaches and practices about convergence with digital humanities and librarianships around the world has been mentioned.;[Akca, Sumeyye] Ardahan Univ, Dept Informat Management, Ardahan, Turkey;Akca, S (reprint author), Ardahan Univ, Dept Informat Management, Ardahan, Turkey.;;;;;;60;0;0;0;0;TURKISH LIBRARIANS ASSOC;ANKARA;YENISEHIR, NECATIBEY CAD, ELGIN SOK, PO BOX 175, ANKARA, 06440, TURKEY;1300-0039;2147-9682;;TURK LIBRARIANSH;Turk. Librariansh.;;2018;32;3;;;;;193;207;;10.24146/tkd.2018.37;;;15;Information Science & Library Science;Information Science & Library Science;HE1YR;WOS:000453070400006;;DOAJ Gold;;;07/02/2020
J;Fromenteze, E;;;;Fromenteze, Emilie;;;'Don't lose the history of those who made it', the Patrick Chauvel Foundation;IN SITU-REVUE DE PATRIMOINES;;;French;Article;;;;;;"archives; press archives; photo archives; press photo archives; archiving; press agency; foundations; history; history of humanity; history of the press; journalism; memory; Patrick Chauvel; photojournalism; photography; press; reporter";;Today, press photos can inspire considerable speculative excitement on the art market, whilst at the same time, the major press organs are now abandoning their photo collections because they take up too much room. Between these two extremes are the figures who are the most directly concerned, the photo-reporters. Patrick Chauvel, who was born in 1949, has been an independent war photographer for over fifty years. He has decided to create a structure that will serve to safeguard and diffuse his own work which represents a heritage of considerable historic value, source material for research on nearly half a century of world history. The main challenge was to bring together skills from three different fields of expertise-the press, photography and archives-and to create a common language allowing for dialogue and understanding between them. The first step was simply to gather together the various documents (negatives, slides, traditional prints, objects, notebooks, press cuttings, films, digital files, etc.) which were to be found in several locations, in the collections of Corbis-Sygma and the newspaper France-Soir but also in the reporter's personal affairs. It was then necessary to sort these items by medium and by country, in order to respect the history of their production, and then to classify them by reportage. To create a certain coherence in the use and exploitation of the collection thus reconstituted, an overview was necessary to choose the emblematic pictures and the representative ones to digitise. An index was necessary too, to guide researches in this documentation covering world history. The structure created by the association for the Patrick Chauvel foundation hopes to inspire similar initiatives on the part of other photo-reporters and photojournalists, and to help preserve and render useful these collections which often represent a lifetime's work.;[Fromenteze, Emilie] UVSQ, CHCSC, Versailles, France;Fromenteze, E (reprint author), UVSQ, CHCSC, Versailles, France.;;;;;;6;0;0;0;0;MINISTERE CULTURE & COMMUNICATION;PARIS;3 RUE DE VALOIS, PARIS, 75033, FRANCE;1630-7305;;;IN SITU-REV PATRIMOI;;;2018;;36;;;;;;;UNSP 18413;10.4000/insitu.18413;;;16;Humanities, Multidisciplinary;Arts & Humanities - Other Topics;HB3TK;WOS:000450973900014;;DOAJ Gold;;;07/02/2020
J;Kelly, LL;;;;Kelly, Lauren Leigh;;;A snapchat story: how black girls develop strategies for critical resistance in school;LEARNING MEDIA AND TECHNOLOGY;;;English;Article;;;;;;"Black feminist theory; black girl literacies; critical consciousness; digital literacies; suburban schooling";"SUBURBAN SCHOOLS; 3RD SPACE; PARTICIPATION; LITERACY; GENDER; YOUTH; RACE";Drawing from Black, feminist epistemologies as well as theories of critical consciousness, and adolescent digital literacies, this paper analyzes the narratives of 7 Black, female high school students who experience oppressive practices, including racial microaggressions, silencing, harsh discipline, and marginalization within a predominately White school environment. At this juncture in which race, politics, and activism intersect with school, media, and identity, this study discusses how Black, female students resist oppression and use digital and social media as well as other available tools to speak out against injustice and heighten the racial awareness of their school community. This qualitative case study uses individual and focus group interviews to examine the ways in which Black female students develop critical resistance strategies, working individually and collectively within existing structures to fight for their humanity and liberation.;[Kelly, Lauren Leigh] Rutgers State Univ, Grad Sch Educ, Dept Learning & Teaching, 10 Seminary Pl,Room 229, New Brunswick, NJ 08901 USA;Kelly, LL (reprint author), Rutgers State Univ, Grad Sch Educ, Dept Learning & Teaching, 10 Seminary Pl,Room 229, New Brunswick, NJ 08901 USA.;;Kelly, Lauren/0000-0002-9002-1360;;;;32;1;1;2;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND;1743-9884;1743-9892;;LEARN MEDIA TECHNOL;Learn. Media Technol.;;2018;43;4;;;;;374;389;;10.1080/17439884.2018.1498352;;;16;Education & Educational Research;Education & Educational Research;HA8ZV;WOS:000450584400004;;;;;07/02/2020
J;"Hertenstein, EM; Rabine, JL; Sweet, MC";;;;"Hertenstein, Elizabeth M.; Rabine, Julie L.; Sweet, Mathew C.";;;On the Frontlines of Richer Metadata: Technical Services and TEI;TECHNICAL SERVICES QUARTERLY;;;English;Article;;;;;;"Academic libraries; technical services; metadata; special collections; digital humanities";LIBRARY;With shrinking print collections and the increase in automation, technical services departments are looking for new ways to utilize their skills. Digital humanities (DH) projects offer the opportunity for technical services departments to expand their workflows while using skills they already possess. This article details Bowling Green State University's technical services department's project to use the DH to make World War I soldiers' letters available online using the metadata schema, Text Encoding Initiative (TEI). By partnering with special collections and increasing staff focus on metadata, the department has created a new path forward that can be replicated at other institutions.;"[Hertenstein, Elizabeth M.; Rabine, Julie L.; Sweet, Mathew C.] Bowling Green State Univ, Jerome Lib, Rm 234,1001 E Wooster St, Bowling Green, OH 43403 USA";Rabine, JL (reprint author), Bowling Green State Univ, Jerome Lib, Rm 234,1001 E Wooster St, Bowling Green, OH 43403 USA.;;;;;;16;0;0;0;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND;0731-7131;1555-3337;;TECH SERV Q;Tech. Serv. Q.;;2018;35;4;;;;;353;366;;10.1080/07317131.2018.1509437;;;14;Information Science & Library Science;Information Science & Library Science;HA1CW;WOS:000449950000003;;;;;07/02/2020
J;"Cho, A; Meredith-Lobay, M";;;;"Cho, Allan; Meredith-Lobay, Megan";;;Special Issue: Digital Humanities - The Shifting Contexts;DIGITAL LIBRARY PERSPECTIVES;;;English;Editorial Material;;;;;;;;;"[Cho, Allan] Univ British Columbia, Irving K Barber Learning Ctr, Vancouver, BC, Canada; [Meredith-Lobay, Megan] Univ British Columbia, Vancouver, BC, Canada";Cho, A (reprint author), Univ British Columbia, Irving K Barber Learning Ctr, Vancouver, BC, Canada.;;;;;;26;0;0;0;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND;2059-5816;2054-1694;;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;;2018;34;3;;;SI;;154;161;;10.1108/DLP-08-2018-048;;;8;Information Science & Library Science;Information Science & Library Science;GZ1SY;WOS:000449153500001;;;;;07/02/2020
J;"Neatrour, AL; Callaway, E; Cummings, R";;;;"Neatrour, Anna L.; Callaway, Elizabeth; Cummings, Rebekah";;;Kindles, card catalogs, and the future of libraries: a collaborative digital humanities project;DIGITAL LIBRARY PERSPECTIVES;;;English;Article;;;;;;"Future of libraries; Digital humanities; Topic modeling; Close reading; Distant reading; Interdisciplinary collaboration";"INFORMATION-SCIENCE; ACADEMIC-LIBRARIES; COLLECTIONS; EVOLUTION; ACCESS; MODEL; USER";Purpose This paper aims to determine if the digital humanities technique of topic modeling would reveal interesting patterns in a corpus of library-themed literature focused on the future of libraries and pioneer a collaboration model in librarian-led digital humanities projects. By developing the project, librarians learned how to better support digital humanities by actually doing digital humanities, as well as gaining insight on the variety of approaches taken by researchers and commenters to the idea of the future of libraries. Design/methodology/approach The researchers collected a corpus of over 150 texts (articles, blog posts, book chapters, websites, etc.) that all addressed the future of the library. They ran several instances of latent Dirichlet allocation style topic modeling on the corpus using the programming language R. Once they produced a run in which the topics were cohesive and discrete, they produced word-clouds of the words associated with each topic, visualized topics through time and examined in detail the top five documents associated with each topic. Findings The research project provided an effective way for librarians to gain practical experience in digital humanities and develop a greater understanding of collaborative workflows in digital humanities. By examining a corpus of library-themed literature, the researchers gained new insight into how the profession grapples with the idea of the future and an appreciation for topic modeling as a form of literature review. Originality/value Topic modeling a future-themed corpus of library literature is a unique research project and provides a way to support collaboration between library faculty and researchers from outside the library.;"[Neatrour, Anna L.; Cummings, Rebekah] Univ Utah, J Willard Marriott Lib, Salt Lake City, UT 84112 USA; [Callaway, Elizabeth] Univ Utah, Coll Humanities, Environm Humanities, Salt Lake City, UT USA";Neatrour, AL (reprint author), Univ Utah, J Willard Marriott Lib, Salt Lake City, UT 84112 USA.;;Neatrour, Anna/0000-0001-8007-9940;;;;204;1;1;7;13;EMERALD GROUP PUBLISHING LTD;BINGLEY;HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND;2059-5816;2054-1694;;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;;2018;34;3;;;SI;;162;187;;10.1108/DLP-02-2018-0004;;;26;Information Science & Library Science;Information Science & Library Science;GZ1SY;WOS:000449153500002;;;;;07/02/2020
J;"Lucky, S; Harkema, C";;;;"Lucky, Shannon; Harkema, Craig";;;Back to basics: Supporting digital humanities and community collaboration using the core strength of the academic library;DIGITAL LIBRARY PERSPECTIVES;;;English;Article;;;;;;"Collaboration; Community; Academic libraries; Cultural heritage; Digital humanities; Digitization";;Purpose To describe how academic libraries can support digital humanities (DH) research by leveraging established library values and strengths to provide support for preservation and access and physical and digital spaces for researchers and communities, specifically focused on cultural heritage collections. Design/methodology/approach The experiences of the authors in collaborating with DH scholars and community organizations is discussed with references to the literature. The paper suggests how research libraries can use existing expertise and infrastructure to support the development of digital cultural heritage collections and DH research. Findings Developing working collaborations with DH researchers and community organizations is a productive way to engage in impactful cultural heritage digital projects. It can aid resource allocation decisions to support active research, strategic goals, community needs and the development and preservation of unique, locally relevant collections. Libraries do not need to radically transform themselves to do this work, they have established strengths that can be effective in meeting the challenges of DH research. Practical implications Academic libraries should strategically direct the work they already excel at to support DH research and work with scholars and communities to build collections and infrastructure to support these initiatives. Originality/value The paper recommends practical approaches, supported by literature and local examples, that could be taken when building DH and community-engaged cultural heritage projects.;"[Lucky, Shannon; Harkema, Craig] Univ Saskatchewan, Saskatoon, SK, Canada";Lucky, S (reprint author), Univ Saskatchewan, Saskatoon, SK, Canada.;Lucky, Shannon/R-3925-2019;"Lucky, Shannon/0000-0001-9134-8560; Harkema, Craig/0000-0003-0767-0392";;;;19;0;0;2;8;EMERALD GROUP PUBLISHING LTD;BINGLEY;HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND;2059-5816;2054-1694;;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;;2018;34;3;;;SI;;188;199;;10.1108/DLP-03-2018-0009;;;12;Information Science & Library Science;Information Science & Library Science;GZ1SY;WOS:000449153500003;;;;;07/02/2020
